post_id,verdict,veracity,veracity_group,ai_generated,boost_count,author_id,author_followers,author_out_degree,ic_spread_1step
11042,vero,0,vero,True,0,6331,2419,70,11.8515
6087,vero,0,vero,True,0,5367,10382,1317,195.9112
6410,vero,0,vero,False,0,6315,534,22,4.3965
6225,misto,2,misto,True,0,5367,10382,1317,195.9112
6239,falso,4,falso,True,0,6239,5606,116,6.3894
6269,vero,0,vero,True,0,6267,75263,810,42.4292
6516,vero,0,vero,False,0,6315,534,22,4.3965
6558,vero,0,vero,True,0,6331,2419,70,11.8515
6576,vero,0,vero,True,0,6315,534,22,4.3965
6720,vero,0,vero,True,0,6607,569,99,6.4931
6799,vero,0,vero,True,1,6636,80,2,0.9081
7602,vero,0,vero,True,0,6315,534,22,4.3965
188907,vero,0,vero,True,0,180690,123,23,1.3281
6825,misto,2,misto,True,0,6500,205,17,1.8618
7011,vero,0,vero,True,0,6315,534,22,4.3965
69838,vero,0,vero,True,0,69704,1375,17,2.6749
7858,misto,2,misto,True,0,6607,569,99,6.4931
8221,vero,0,vero,True,0,6315,534,22,4.3965
11628,vero,0,vero,True,0,6323,1813,65,8.6194
10439,vero,0,vero,True,0,10371,573,135,17.67
7925,vero,0,vero,True,0,6315,534,22,4.3965
8232,vero,0,vero,True,0,6315,534,22,4.3965
9141,falso,4,falso,True,0,8927,279,14,0.6599
184083,falso,4,falso,True,0,184083,294,2,0.0853
9213,vero,0,vero,True,0,6382,137,24,4.3731
184081,vero,0,vero,True,0,177576,151,8,0.584
9839,vero,0,vero,True,0,6331,2419,70,11.8515
59649,vero,0,vero,True,1,861,1710,85,10.5014
10019,vero,0,vero,True,0,6607,569,99,6.4931
10038,vero,0,vero,True,0,6607,569,99,6.4931
10017,vero,0,vero,True,0,6607,569,99,6.4931
10056,vero,0,vero,False,0,6315,534,22,4.3965
10658,vero,0,vero,True,0,10371,573,135,17.67
10099,vero,0,vero,True,0,6315,534,22,4.3965
10290,vero,0,vero,True,0,6315,534,22,4.3965
10165,vero,0,vero,True,0,6315,534,22,4.3965
10295,vero,0,vero,False,0,6315,534,22,4.3965
10331,vero,0,vero,True,0,6315,534,22,4.3965
10506,vero,0,vero,True,0,6500,205,17,1.8618
10504,misto,2,misto,True,0,10504,256,1,0.05
10629,vero,0,vero,True,0,6323,1813,65,8.6194
10299,misto,2,misto,False,0,6315,534,22,4.3965
284158,vero,0,vero,True,0,310325,339,13,1.5448
10793,vero,0,vero,True,0,6544,414,13,1.1853
10866,falso,4,falso,True,0,6331,2419,70,11.8515
10964,vero,0,vero,True,0,6930,468,21,2.0097
10900,vero,0,vero,True,0,6331,2419,70,11.8515
10878,vero,0,vero,True,0,6315,534,22,4.3965
10958,vero,0,vero,True,0,6709,105,26,2.9509
11027,vero,0,vero,True,0,6930,468,21,2.0097
11007,misto,2,misto,True,0,10882,103,12,0.8515
217416,vero,0,vero,True,4,214951,184496,1164,87.0073
11235,vero,0,vero,True,0,6315,534,22,4.3965
11200,vero,0,vero,True,0,6315,534,22,4.3965
11276,vero,0,vero,True,0,6315,534,22,4.3965
64706,misto,2,misto,True,6,64706,327,30,2.6232
11332,vero,0,vero,True,0,6331,2419,70,11.8515
11342,vero,0,vero,True,0,6315,534,22,4.3965
11343,vero,0,vero,True,0,6315,534,22,4.3965
11352,vero,0,vero,True,0,6709,105,26,2.9509
11347,vero,0,vero,True,0,6315,534,22,4.3965
11386,vero,0,vero,True,0,11365,5834,38,1.535
11378,vero,0,vero,True,0,11365,5834,38,1.535
184102,vero,0,vero,True,0,179622,2419,70,11.8515
11446,vero,0,vero,True,4,11446,814,82,5.8355
11636,misto,2,misto,True,0,7264,14757,337,21.6166
11372,vero,0,vero,True,0,11365,5834,38,1.535
64254,vero,0,vero,True,0,63969,1035,69,6.4893
254375,vero,0,vero,True,2,209789,10382,1317,195.9112
44787,vero,0,vero,True,0,43455,686,23,1.4963
12433,vero,0,vero,True,0,253,14757,337,21.6166
12273,vero,0,vero,True,0,12273,872,78,9.1662
50503,vero,0,vero,True,0,49428,686,23,1.4963
15813,misto,2,misto,True,1,13876,6092,358,30.0588
5854,vero,0,vero,True,1,5854,4097,484,50.2463
12579,misto,2,misto,True,0,253,14757,337,21.6166
12473,misto,2,misto,True,0,274,475,35,3.1034
15837,misto,2,misto,True,0,15837,222,1,0.0353
5142,vero,0,vero,True,0,4646,10382,1317,195.9112
15862,vero,0,vero,True,2,13876,6092,358,30.0588
13207,misto,2,misto,True,0,253,14757,337,21.6166
13172,vero,0,vero,True,0,293,7719,288,25.0047
70134,vero,0,vero,True,0,67241,1175,51,5.9991
15674,vero,0,vero,True,1,14362,9408,1305,198.1455
13338,vero,0,vero,True,0,13337,3307,84,7.0053
13249,misto,2,misto,True,0,253,14757,337,21.6166
21479,vero,0,vero,True,0,21479,74,22,2.1882
22997,vero,0,vero,True,2,22494,93,75,7.6056
13961,vero,0,vero,True,0,13835,3536,248,28.9722
14051,vero,0,vero,True,1,14051,299,13,1.527
14005,vero,0,vero,True,0,13835,3536,248,28.9722
5218,misto,2,misto,True,1,4646,10382,1317,195.9112
14310,vero,0,vero,True,0,14206,2971,436,70.1759
13924,vero,0,vero,True,0,13835,3536,248,28.9722
184476,misto,2,misto,True,0,180903,2299,180,14.0947
14516,misto,2,misto,True,1,14516,414,13,1.1853
15973,vero,0,vero,True,0,15973,489,14,2.6789
14573,vero,0,vero,True,0,13835,3536,248,28.9722
14682,vero,0,vero,True,0,14682,2515,60,7.3031
14771,vero,0,vero,True,0,14700,3541,160,15.3221
14837,vero,0,vero,True,0,14066,2353,297,34.958
15975,vero,0,vero,False,1,13876,6092,358,30.0588
14505,misto,2,misto,True,0,14505,93,32,3.5408
14039,misto,2,misto,True,0,13835,3536,248,28.9722
14888,perlopiù vero,1,vero,True,0,14066,2353,297,34.958
15033,vero,0,vero,True,3,14976,473,73,6.0193
15455,vero,0,vero,True,0,14362,9408,1305,198.1455
15642,vero,0,vero,True,0,14362,9408,1305,198.1455
15067,vero,0,vero,True,2,14976,473,73,6.0193
15661,vero,0,vero,True,0,14362,9408,1305,198.1455
15657,vero,0,vero,True,7,14362,9408,1305,198.1455
16073,vero,0,vero,True,0,16073,7868,133,11.5868
16246,misto,2,misto,True,0,14901,1688,140,9.5699
16086,vero,0,vero,True,0,16073,7868,133,11.5868
16372,vero,0,vero,True,0,16087,114,11,0.5146
16530,falso,4,falso,True,1,14435,1060,128,13.9505
16420,vero,0,vero,True,0,14707,30194,627,58.417
63186,vero,0,vero,True,0,63143,1931,151,19.1399
16993,vero,0,vero,True,0,16175,713,66,7.4143
16792,misto,2,misto,True,0,16792,100,1,0.0353
17016,vero,0,vero,True,0,13869,446,59,5.8447
29013,misto,2,misto,True,0,28610,23,8,0.6328
17068,vero,0,vero,True,1,13869,446,59,5.8447
17177,vero,0,vero,True,0,17177,257,39,1.4672
63311,vero,0,vero,True,0,63241,642,42,3.6905
17213,misto,2,misto,True,1,16213,134,43,2.0324
17312,vero,0,vero,True,5,14707,30194,627,58.417
17283,misto,2,misto,True,0,14901,1688,140,9.5699
17436,misto,2,misto,True,0,14707,30194,627,58.417
58198,vero,0,vero,True,0,58198,230,16,1.3932
17560,vero,0,vero,True,0,17463,868,53,3.9134
17911,vero,0,vero,True,0,16288,103,12,0.8515
18006,vero,0,vero,True,0,18006,892,196,21.3966
17947,vero,0,vero,True,0,14825,752,80,6.0821
17964,vero,0,vero,True,0,17964,88,3,0.1205
17900,vero,0,vero,True,0,17900,47,1,0.1855
18113,vero,0,vero,True,1,13998,1813,65,8.6194
74825,vero,0,vero,True,0,74825,3687,407,32.7978
254385,misto,2,misto,True,1,209789,10382,1317,195.9112
180094,vero,0,vero,True,0,179976,34752,941,80.2996
18493,misto,2,misto,True,0,18493,304,12,0.9269
462158,vero,0,vero,True,0,84107,8435,437,43.8333
18561,vero,0,vero,True,0,18561,1466,20,0.8118
18611,vero,0,vero,True,0,18611,2481,10,1.0802
18909,misto,2,misto,True,5,18891,677,25,1.029
18996,misto,2,misto,True,0,17858,2234,230,19.8753
19019,vero,0,vero,True,1,19019,717,2,0.1475
21325,vero,0,vero,True,0,21325,93,16,1.6329
21319,vero,0,vero,True,0,21319,16,4,0.7642
188094,vero,0,vero,True,0,184071,642,42,3.6905
19468,vero,0,vero,True,1,19441,2094,73,4.5751
19721,vero,0,vero,True,0,19559,3536,248,28.9722
19692,vero,0,vero,True,0,19559,3536,248,28.9722
19727,vero,0,vero,True,0,19559,3536,248,28.9722
19893,vero,0,vero,True,0,19740,2713,170,13.8799
209290,vero,0,vero,True,2,208350,334,12,1.8802
22958,vero,0,vero,True,1,22494,93,75,7.6056
21036,vero,0,vero,False,1,19590,6092,358,30.0588
20300,misto,2,misto,True,1,20299,74,22,2.1882
20305,vero,0,vero,True,0,19559,3536,248,28.9722
20486,misto,2,misto,True,0,20477,886,149,20.1663
16615,vero,0,vero,True,2,16154,11158,676,41.1437
20261,vero,0,vero,True,0,19559,3536,248,28.9722
20657,vero,0,vero,True,1,20527,252,51,2.0638
21411,misto,2,misto,True,0,21243,2971,436,70.1759
20712,vero,0,vero,True,0,20712,5740,1198,43.9758
20694,misto,2,misto,True,1,20463,1642,152,18.58
20828,misto,2,misto,True,0,19855,3532,426,36.6583
20871,vero,0,vero,True,0,19590,6092,358,30.0588
20900,vero,0,vero,True,0,19590,6092,358,30.0588
20845,vero,0,vero,True,1,19590,6092,358,30.0588
20966,vero,0,vero,True,0,19590,6092,358,30.0588
20958,vero,0,vero,True,1,19590,6092,358,30.0588
20909,vero,0,vero,True,0,19590,6092,358,30.0588
20981,vero,0,vero,True,1,19590,6092,358,30.0588
21021,misto,2,misto,True,0,19590,6092,358,30.0588
20938,vero,0,vero,True,0,19590,6092,358,30.0588
21031,vero,0,vero,True,0,19644,13405,267,19.1777
21090,vero,0,vero,True,1,19590,6092,358,30.0588
21107,misto,2,misto,True,0,21107,7868,133,11.5868
21108,vero,0,vero,True,0,21107,7868,133,11.5868
21538,vero,0,vero,True,0,21245,3536,248,28.9722
181808,vero,0,vero,True,0,181793,219,21,3.9008
21620,vero,0,vero,True,0,21620,477,24,3.9946
72774,vero,0,vero,False,0,1,2419,70,11.8515
21726,vero,0,vero,True,0,21726,455,6,0.9992
21937,vero,0,vero,True,0,21658,2353,297,34.958
21967,vero,0,vero,True,0,21967,2605,171,18.7874
21964,vero,0,vero,True,0,21964,2515,60,7.3031
22171,vero,0,vero,True,0,21915,1642,152,18.58
21991,vero,0,vero,True,0,21991,1478,19,0.7438
22006,vero,0,vero,True,0,22006,531,17,1.1883
28400,vero,0,vero,True,0,27433,46,18,2.286
22227,vero,0,vero,True,0,21247,93,75,7.6056
22204,vero,0,vero,True,0,21247,93,75,7.6056
16642,vero,0,vero,True,0,16568,1194,99,6.3479
22268,vero,0,vero,True,0,21247,93,75,7.6056
22269,vero,0,vero,True,0,22269,419,11,0.5058
22289,vero,0,vero,True,0,22289,396,18,3.5757
22252,vero,0,vero,True,0,21247,93,75,7.6056
21629,vero,0,vero,True,0,21415,588,73,11.3301
22199,vero,0,vero,True,0,21543,925,53,4.464
22485,misto,2,misto,True,0,22485,7868,133,11.5868
22497,vero,0,vero,True,2,22492,3536,248,28.9722
22411,vero,0,vero,True,0,21603,6092,358,30.0588
22428,misto,2,misto,True,0,21247,93,75,7.6056
29661,vero,0,vero,True,0,27433,46,18,2.286
29711,vero,0,vero,True,0,27433,46,18,2.286
298706,vero,0,vero,True,0,96902,316,23,1.9375
287396,misto,2,misto,True,0,216081,572,29,1.5958
29725,vero,0,vero,True,0,27433,46,18,2.286
23104,vero,0,vero,True,1,22494,93,75,7.6056
22857,misto,2,misto,True,0,22557,10382,1317,195.9112
179788,vero,0,vero,True,3,179753,3296,654,70.2867
70515,vero,0,vero,True,0,68764,925,53,4.464
68794,vero,0,vero,True,0,68764,925,53,4.464
23287,vero,0,vero,True,0,22870,2353,297,34.958
16683,misto,2,misto,True,2,16683,4550,252,20.7991
23587,vero,0,vero,True,0,22510,4005,552,61.9257
655406,vero,0,vero,True,1,17858,2234,230,19.8753
23153,vero,0,vero,True,1,22494,93,75,7.6056
23786,vero,0,vero,True,1,22492,3536,248,28.9722
23818,vero,0,vero,True,1,22492,3536,248,28.9722
23916,vero,0,vero,True,1,22492,3536,248,28.9722
23785,vero,0,vero,True,1,22494,93,75,7.6056
70601,misto,2,misto,True,0,67438,4005,552,61.9257
23974,vero,0,vero,True,0,22512,6092,358,30.0588
23895,vero,0,vero,True,1,22492,3536,248,28.9722
70609,vero,0,vero,True,0,68764,925,53,4.464
236061,vero,0,vero,True,0,242326,1569,35,2.4584
184575,falso,4,falso,True,0,184222,2124,98,11.3683
29954,misto,2,misto,True,0,27501,119,31,5.7019
24298,misto,2,misto,True,0,24298,23,8,0.6328
70777,vero,0,vero,True,0,68764,925,53,4.464
70764,vero,0,vero,False,0,68764,925,53,4.464
70821,vero,0,vero,True,0,68764,925,53,4.464
24645,vero,0,vero,True,0,24193,386,29,2.4496
147367,vero,0,vero,True,0,147367,79,3,0.6196
24684,falso,4,falso,True,0,24684,1554,1557,54.9616
57471,vero,0,vero,True,0,57468,800,12,0.9784
25357,vero,0,vero,True,0,25182,3680,98,6.7817
57475,vero,0,vero,True,0,546,166,8,0.4508
25287,vero,0,vero,True,1,25182,3680,98,6.7817
181847,vero,0,vero,True,0,181792,534,22,4.3965
180119,misto,2,misto,True,0,179945,4097,175,14.5319
57667,vero,0,vero,True,1,1417,569,99,6.4931
25843,falso,4,falso,True,0,25818,1258,2,0.0996
57685,vero,0,vero,True,0,1204,3532,426,36.6583
66512,vero,0,vero,True,0,62912,1157,141,10.4006
66566,vero,0,vero,True,0,61706,892,196,21.3966
197160,vero,0,vero,True,0,190475,342,9,1.9083
68849,vero,0,vero,True,0,67175,316,114,15.0068
66751,misto,2,misto,False,0,61363,6240,218,22.2069
66804,misto,2,misto,True,1,62950,2701,263,33.2529
27257,vero,0,vero,True,0,27164,331,19,1.7273
70846,vero,0,vero,True,1,68584,137,24,4.3731
27225,vero,0,vero,True,0,25999,806,27,1.9394
27295,perlopiù vero,1,vero,True,0,25999,806,27,1.9394
66931,vero,0,vero,True,2,62950,2701,263,33.2529
66944,vero,0,vero,True,1,61665,10382,1317,195.9112
27659,vero,0,vero,True,1,27522,102,20,2.6003
27294,misto,2,misto,True,0,25999,806,27,1.9394
75531,vero,0,vero,True,0,74471,20,10,1.4049
66994,vero,0,vero,True,3,61665,10382,1317,195.9112
66981,vero,0,vero,True,1,61665,10382,1317,195.9112
61553,vero,0,vero,True,0,61453,9408,1305,198.1455
72814,vero,0,vero,True,0,1,2419,70,11.8515
27987,vero,0,vero,True,0,27433,46,18,2.286
28405,vero,0,vero,True,0,27433,46,18,2.286
28051,vero,0,vero,True,0,27433,46,18,2.286
186651,vero,0,vero,True,0,180690,123,23,1.3281
215255,misto,2,misto,True,1,214906,2385,257,31.2694
67022,vero,0,vero,True,4,61665,10382,1317,195.9112
67008,vero,0,vero,False,0,61363,6240,218,22.2069
67000,vero,0,vero,True,0,63466,13297,220,18.8274
3636,misto,2,misto,True,0,2974,3243,312,31.0081
28434,vero,0,vero,True,0,27433,46,18,2.286
71260,vero,0,vero,True,0,38,141,24,3.634
71188,vero,0,vero,True,0,71188,2,0,0.0
71204,vero,0,vero,True,0,71204,1424,55,2.7046
67077,misto,2,misto,True,0,62950,2701,263,33.2529
67083,vero,0,vero,True,0,62950,2701,263,33.2529
71313,vero,0,vero,True,0,67380,2299,180,14.0947
187357,vero,0,vero,True,0,181850,1446,134,15.6118
465338,misto,2,misto,True,0,80329,10382,1317,195.9112
31164,vero,0,vero,True,0,29830,41,3,0.1381
72853,vero,0,vero,True,0,38,141,24,3.634
210684,vero,0,vero,True,1,208555,219,21,3.9008
288542,vero,0,vero,True,0,16788,108,3,0.2279
73001,vero,0,vero,True,2,68523,4573,511,58.3067
74775,vero,0,vero,True,0,74084,156,25,3.976
74781,vero,0,vero,True,0,74084,156,25,3.976
32929,vero,0,vero,True,0,32929,219,21,3.9008
57906,vero,0,vero,True,0,546,166,8,0.4508
33265,vero,0,vero,True,0,32662,446,6,0.406
33608,vero,0,vero,True,0,32672,46,18,2.286
33616,vero,0,vero,True,0,32672,46,18,2.286
33448,vero,0,vero,True,0,32672,46,18,2.286
33545,vero,0,vero,True,0,32672,46,18,2.286
33642,vero,0,vero,True,0,32672,46,18,2.286
34992,vero,0,vero,True,0,32639,162,9,1.5908
33601,vero,0,vero,True,0,32672,46,18,2.286
40361,vero,0,vero,True,0,40361,89,22,4.0979
35257,vero,0,vero,True,1,33614,82,3,0.5867
35893,vero,0,vero,True,0,33614,82,3,0.5867
72438,vero,0,vero,True,0,67269,567,34,6.3788
35586,vero,0,vero,True,0,32900,119,31,5.7019
72676,vero,0,vero,True,0,69292,1820,92,6.6089
72501,vero,0,vero,True,0,1,2419,70,11.8515
72541,vero,0,vero,True,0,72541,1710,85,10.5014
36930,vero,0,vero,True,0,36890,24,0,0.0
37369,vero,0,vero,True,0,36952,102,20,2.6003
29848,perlopiù vero,1,vero,True,1,29801,36,3,0.9637
65532,vero,0,vero,True,1,63206,5073,374,31.3608
190776,vero,0,vero,True,0,190776,414,9,1.9097
213752,perlopiù vero,1,vero,True,0,209110,211,34,4.2889
37752,vero,0,vero,True,0,36600,46,18,2.286
38162,vero,0,vero,True,0,36600,46,18,2.286
37750,vero,0,vero,True,0,36600,46,18,2.286
37999,vero,0,vero,True,0,37999,23,8,0.6328
38458,vero,0,vero,True,0,36952,102,20,2.6003
73356,vero,0,vero,True,0,68867,314,14,0.8582
73298,vero,0,vero,True,1,68173,481,38,2.7116
70819,vero,0,vero,True,0,68855,642,42,3.6905
73490,vero,0,vero,True,0,73447,104,20,2.3216
41169,vero,0,vero,True,0,41169,41,3,0.1381
74054,vero,0,vero,True,0,1,2419,70,11.8515
74067,vero,0,vero,True,0,1,2419,70,11.8515
73978,misto,2,misto,True,0,67154,183,23,2.4388
23021,vero,0,vero,True,1,22917,9408,1305,198.1455
42188,vero,0,vero,True,0,41169,41,3,0.1381
78670,vero,0,vero,True,0,78495,116887,675,68.5011
42424,vero,0,vero,True,0,39514,72,3,0.4124
16968,vero,0,vero,True,1,14294,655,123,15.497
217483,vero,0,vero,True,0,217336,3901,222,23.9909
561736,vero,0,vero,True,1,65810,4729,657,56.9572
291856,misto,2,misto,True,0,65810,4729,657,56.9572
73903,misto,2,misto,True,34,71198,886,126,14.8105
217490,misto,2,misto,True,0,215351,3216,126,17.757
291979,vero,0,vero,True,0,16175,713,66,7.4143
291974,vero,0,vero,True,0,323246,28379,376,32.0204
291899,vero,0,vero,True,0,13869,446,59,5.8447
69879,falso,4,falso,True,0,69704,1375,17,2.6749
292062,vero,0,vero,True,1,215066,10382,1317,195.9112
181147,vero,0,vero,True,0,177720,1820,92,6.6089
178959,vero,0,vero,True,1,178896,2515,41,10.6557
217443,misto,2,misto,True,0,216780,2167,44,3.5068
89474,vero,0,vero,True,0,89474,1513,13,0.55
16729,vero,0,vero,True,2,16154,11158,676,41.1437
84857,vero,0,vero,True,0,84680,2419,70,11.8515
84941,vero,0,vero,True,0,84680,2419,70,11.8515
178019,vero,0,vero,True,0,177735,21,5,0.3426
6011,vero,0,vero,True,1,5367,10382,1317,195.9112
84827,vero,0,vero,True,0,84680,2419,70,11.8515
46744,vero,0,vero,True,0,43801,157,19,2.4474
205371,vero,0,vero,True,1,189784,219,21,3.9008
80354,vero,0,vero,True,0,80057,2419,70,11.8515
80223,vero,0,vero,True,0,80057,2419,70,11.8515
292745,vero,0,vero,True,0,61665,10382,1317,195.9112
47159,perlopiù vero,1,vero,True,0,44209,112,55,10.6815
70020,falso,4,falso,True,0,69704,1375,17,2.6749
205301,vero,0,vero,True,1,189760,23,16,3.5015
85287,vero,0,vero,True,0,84680,2419,70,11.8515
85365,vero,0,vero,True,0,84680,2419,70,11.8515
85269,vero,0,vero,True,0,84680,2419,70,11.8515
47448,vero,0,vero,True,0,43455,686,23,1.4963
85331,misto,2,misto,True,0,84680,2419,70,11.8515
